text,label
연기는 뭐 나쁘지 않아도 영화 자체는 ...,1
감성팔이는 무조건 1점,1
유치란 말밖에 안나온다아,1
아이거왜이래내가으으으...,1
아직도이런것이 나오다니...,1
1점주기도 아까운 영화이게 무슨영화라고 ! 아오 내시간 아깝다 아까워이런영화찍지마라,1
이영화를 보는 도중 음 그저그렇구나햇는데 뭔가 싱금을 자극하 이야기흐름에나도모르게선심에이아이들을 위해 십점을 줘야겟구나 했던 이아이들을도와주세요에괜히동조되었었던하지만보고난후조금지나서생각해보면영화관에서볼만한영화는아닌듯.객관적으로봤을때영화로는별로다.,1
용재오닐과 그 아이들의 감동적인 이야기는 감동적이었지만 화면도 너무 흔들리고 어지러웠다. 이런건 TV다큐멘터리 방송이 더 적합한 듯 하다.이미 방송했던 TB 다큐가지고 짜맞춘거에 불과한... 단지 선심성영화...라는평에 공감한다.,1
"아이들의 순진한 미소만 보기에는 너무 실이 많은 다문화 정책... 어느샌가 다문화 하면 개발도상국에서 이주해와 한국말도 모르고, 한국문화도 모르고, 그냥 돈벌려는 동남아, 중국, 파키스탄, 방글라데시 사람들과 그 자녀들 이익만을 위한 정책이 되어버려서",1
그냥 선심성 영화구나 싶다,1
딱 다문화 가정만 공감할 수 있는 영화라서 굳이 돈주고 보기엔 돈아까움,1
너무하네 영화 초기 평점알바들;;,1
애들갖고노니까재밌었니??,1
이거 한국영화 아닌가요?한국인이 한국영화보는데 왜 다들 자막을 넣으라고 하나요?ㅋㅋ답답합니다,1
먼말이여  ㅡㅡ그냥유투브ㄱㄱ,1
결국 감독 자신이 하고 싶은 의견을 지존파 핑계삼아 하려고 한듯. 지존파 살인은 정당화하고 정부탓이 였다는.사회탓이라는.,1
가나다라마바사아자차카타파하,1
결국 종교 영화냐?이상하게 흘러가네,1
예고편만 보면 끝임 다알고있는 내용에 먼가 모르는게 나올까해서 봤는데 아무것도 없다 그리고 자막좀 넣어서 만들던지 웅얼웅얼 하나도 못알아먹겠네,1
정말 어이가 없는 영화. 살인 사건이 왜 사회적 문제로 승화 되어야 하냐?,1
영화가 말하고자 하는 요점에서 자꾸 벗어난다. 산으로 갔다가 바다로 갔다가...,1
정치쟁이 다큐였네요.,1
시대가 지나 오래전 일에 대해 이야기 할때는 그렇게 웃고떠들듯 인터뷰해도 되는건가요? 구조하던 중 사람 다리가 잘려 병원 이송을 위해 가지고 온발이 다른 사람발이었다는 기억이 우습나보죠? 대체 어떤 생각으로 인터뷰했는지 궁금합니다.  기분이 불쾌합니다,1
나름 시대 비판적으로 민감한 소재잡아서 이야기한거 같은데...빈익빈부익부에 대한 비판적시각이라면 공산주의가야지...다 잘살순없다..약한 소수가 살인을 일으킬수밖에없는 사회에 대한 불만이라면...누구나 살인하고 범죄를 저지를수있다는 논리아닌가??,1
내용도 난해하고 발음이 정확한 아나운서 기자 연기자가 아니라면 자막좀ㅡㅡ아 뭐라하는지 짜증나서 집에서 vod로 다시보면서 몇번을 뒤로가기눌렀는지 그렇게 두번이나돈주고봤는뎈ㅋㅋㅋ제목은 자극적인데 그에비해 내용은 이건뭘말하고싶은건가 싶더라 아..진짜 실망,1
진정한 민주주의는 완고한 법과 질서 위에만 서있을수있는법!,1
"지존파 변호하는 내용임... 간략히 내용을 정리하면 지존파 애들이 여리고 천사같은 면을 가지고 있더라, 이 세상이 그들을 그렇게 만든거다  라며 지존파를 변호하고 있다. 희생자를 생각하면 이런거 못만들텐데...  희생자/유가족 두번죽이는 쓰레기 다큐ㅉ",1
0점이 없어서 1점준다 녹음을 어떻게한건지 무슨말하는지 하나도 못알아 듣겠다수면제가 따로없네,1
최악이다. 이게 영화냐?? 자신의 정치적인생각을 1994사건들을이용해 배설해놓은영상일뿐...,1
없는 내용을 너무 쥐어짜려다보니 늘어지고 정리되지않은 이야기가 장황하게 이어진다.,1
이렇게 재미없는 다큐는 처음 봄,1
"지존파 가해자들은 산업화 시대의 피해자로 묘사. 삼풍백화점 참사는 산업화와 인간 탐욕의 절정, 악의 정수로 묘사. 정치적 논리를 위해 무고한 시민 5명을 강간 살해한 범죄자들을 피해자로 보는 억지는 영화를 보는 내내 역겨웠다. 피해자가족에대한 폭력이다",1
영화 평가 잘 안하는데 내 살다살다 이딴 쓰레기같은 영화는 처음봄 처음부터 끝까지 그냥 동영상짜집기 한거밖에 없음그냥 유튜브에나 올라갈만한 동영상인데어떻해 이게 영화인지 ㅡㅡ 취재식이면 인터뷰내용은적어도 자막은 넣어야되는거 아닙니까?,1
구제불능 인간쓰레기는 제거가 답.,1
엄청난 소재인데 만들다만듯한 수준임.사형제도 반대영화이기도한하고. 어이없던게 당시의 형사(눈째진사람)삼풍 에피소드 얘기하는데 처참한 비극 이야기인데 마치 재밌는 일였다는듯이 인터뷰한다.  당시 유가족들이 보면 아마 졸도할듯.,1
극좌빨영화살인자 쉴드 노답이다,1
내 다큐좋아 많이보는데 이거 아마추어티가 너무난다  고등학교 방송반에서 만든 느낌이랄까,1
"감독이 진정 하고 싶은 말이 무엇인지 빙빙 둘러서 엮어 가는데, 아직 연륜을 더 쌓아야 할 거 같고 공부도 더 많이 해야 할 거 같네요. 다큐영화 좋아하지만 이건 좀 재미가 없네요.",1
구성이 너무 산만하고 영화라기 보다 다큐에 가까운데 그냥 뉴스와 인터뷰 짜집기. 가장 문제점은 주제가 먼지 애매모호함. 먼 얘기를 하고 싶었던건지 이것저것 섞어찌게 같아서 죄다 각각의 주제들이 물타기가 되어 그냥 횡설수설의 느낌,1
"구성,음질등 모든것을 떠나 중간에 지존파를 체포한 경찰때문에 진심 모니터 후려칠뻔했다. 짜장면을 사달라고한 범죄자들에게 돈을 더 써서 맛잇는걸 사주겟다고? 자기 딸내미가 그렇게 사지가 찢겨죽엇어도 그소리가 나올까 영화 보는내내 분노가 치밀어올랏다",1
다큐를 이리 못만드나?,1
진짜 자막좀 넣지 머라OO거리는지 몰러,1
음... 그렇게 재미있지는않은데,1
열대야로 인해 잠못드는밤 억지로 참고 본게 너무나 후회된다!,1
마지막 알바생이 살렸네,1
나만 암유발이냐 ㅡㅡ 예고랑 이주승때문에 봤는데 뭔 중2병 판타지스러워 ㅡㅡ 좀 더 현실적으로 풀지..,1
정말 세상에는 다양한 돌I가 있는듯,1
이주승때문에 봤는데 영화 이상해요 찜찜하다 우산없이 비 한탕 맞은기분,1
정신분열증 환자들만 볼수 있는영화..,1
"박정희 연설문 / 편의점주 이름 전두환 / 탈북자 비하하는 경상도 백수남.. 이 세가지를 보면 정치적 의도가 너무 노골적이라 역겨울 정도임, 알바와 점주의 관계 / 동성애코드 등 전형적인 좌파의 시각에서 보는 피해자 코스프레만 하는 아주 역겨운 영화",1
엄.마~. 얘. 흙. 먹.어~~,1
약간 창조성이 부족한거같아서 점수를 높게 줄수없엇다.,1
조잡스럽게 107분안에 사회의 부조리를 몽따 집어넣으려는 감독의 열정에는 박수를 보냅니다...그런데요 탈북자들을 변절자라고 하는 인간들은 있어도 빨갱이라고 하는 사람들은 없답니다...보는데 매우 불쾌하더군요...,1
현실을 판타지로 풀어낸 영화. 분명 소재거린 현실적이나 이야기는 절대 현실적이지 않음. 보기 편하게 만드려고 한건진 모르겠는데 뭔가 이도저도아닌 애매한 느낌. 그나마 연기들이 자연스러워서 이정도지 연기마저 어색했다면  과제물 느낌났을듯.,1
이것은 1점이 아니라 11점을 주고 싶은 마음을 표현한 것이다.,1
"어렵게 시작한 실존, 상업적 강박증에 묶이다.",1
왠만해서 댓글안다는데 진짜 보지마세요 감독 역량부족 지루하고 재미도없습니다. 다른분들 낚일까봐 친히 글남겨요 제발 저같은 피해자가 나오지않길 바랍니다,1
좋은 영화는 상업적이지 않지만 모두가 공감 할 수 있어야 하고 뻔하지 않지만 불편함도 있고 즐거움도 있는 영화 이어야 한다.,1
내몸에 튄 똥물은 보이지 않는 듯하다는 평을 보자니 아직은 영화에서 이런 주제를 다루는 것은 이른거같다 혹은 감독의 능력이 부족하거나,1
각각의 소재로 내러티브를 엮기보다 나열과 암호를 선택한 안일함,1
편의점엔 멜로도있고 공포도있고 다양한 알바생의 애환이 있다 ㅋ 참유치하게 편의점주가 전두환이래. 온리첨부터 끝가지 장소는 쭈욱 편의점 알바생과 점주는 b급배우들 정말 초저예산으로 찍어놨네. 딱히 특별하지두않구 그냥 지루하고 허접함.,1
사회상을 담고 싶어 너무 다양한 소재로 비유하니까 이게 흐름이 너무 억지스럽다.,1
보는 내내 답답 평점이 너무 높다,1
올해 가장심심한 영화로 본 것같다.솔직히 시간이 아깝다.10점준 사람은 알바생인듯..,1
감독은 영화제작말고 다른일 하는것을 추천합니다!,1
이런영화는어떻게하면영화관개봉을할수있는건가요,1
과대 평가 받는 감독. 장편은 단편을 늘려놓거나 단편모음이 장편이 아니다.  제대로 된 장편영화를 보고 싶다,1
다른관점을생각해보게되었음,1
이런것도영화라고ㅋㅋㅋ,1
원랜 5점인데 평점 조율상,1
미성년자 남고딩19살 미대준비생 성추행 원조교제 하는 늙은 30대성괴녀의 아청법 스토리 뭐 이런 쓰레기 영화가 다있지? 이 영화 만든 이유좀,1
유두슨거에 2점 준다 끝,1
너무 재밌게 잘봤으용ㅋㅋ 몸이간질간질ㅋ,1
누가 누가 연기 못하나 대결하는 영화. 주연일수록 어색하다,1
차라리 오초희를 주연으로 했더라면 끝까지 봤을텐데,1
어디서 많이 본듯한 뻔한 스토리와 진부한 표현전개..여주인공 얼굴 가슴 넘 성형한티가 나서 그닥 판타지가 없네요...,1
이런 OOO기 같은건 나도 만들고 연기도 할 수 있겠다,1
배우들은 지네들 안뜨니까 이런영화 찍을껀데??? 왜 안뜨는지 진짜 모르는거야? 면상 딱 보면 알겠구만... 왜 지네 자신들은 모를까?,1
별 내용은 없고 여주 몸매는 좋으나 그게 다임,1
"1.전체적스토리와 주연 제외 나머지 인물들의 연기가 너무 오글오글(특히 여자주인공 첫사랑역 남자 대박;;;)2.BGM이 너무 구림.피아노 음악 빼고 다른것들 내가 다 창피결론 : 오로지 야한장면 보는게 목적이면 성공, 그 외의 것을 기대한다면 실패",1
주인공 몸매감상 빼면  이건 뭐....,1
시간이 아깝다는 걸 처음으로 알도록 해준 영화,1
어디에나 있을 법한 이야기의 에로버전~,1
그냥 자위 야동 이상 이하도 아님... 내가 보수적인가? 딴에는 물론 예술영화 라고 만들었겠지만... 보고나서 기분 찜찜하고 더러운 느낌은 뭘까? 얼마전 낸시랭 지하철에서 신음소리 퍼포먼스도 그렇고 도덕적 윤리의 금기와 예술의 선이 뭘까?,1
한쿡영화의 현실이다!!!,1
이것도 영화라고...;; 야동도 아니고 영화도 아니고... 글고 이젠 연애인이나 일반인이나 성형이 너무 흔해서 이젠 성형마스크 보면 짜증난다;; 이쁘다는 생각은 전혀...,1
정말한심하다고 생각된다. 전형적인 싸구려 얼굴,1
성괴들이라 몰입이 안된다 으윽,1
보톡스 땜에 연기가 잘 안되시나바여,1
화끈한걸 원하면 야동을 보라. 어설픈 3류 시간잡아먹는 영화,1
요즘 System상의 문제인듯? 작가 감독이 만드는 작품이 죄다 쓰레기다. 이걸 영화라고 걸기에는 감독이 5류다.이런 영화를 선택할수 밖에없는 배우들이 불쌍하다.,1
애니는 세계최강인데 영화는  죄다 후진국 수준ㅋㅋㅋ,1
개빵터짐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ포스터왜저럼ㅋㅋㅋㅋㅋㅋ,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋㅌㅋㅋ아나 전문적으로 훈련한 닌자랑 야쿠자랑 ㄸ면 누가이기겟냨ㅋㅋㅋㅋㅋ,1
쪽바리 영화는 ㅁㅈㅎ,1
ㅋㅋㅊㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
정말..유아용이였습니다....,1
지루하고  따분하게 봤습니다,1
이거 존나재미없어..내가본영화중최악..진짜 이거보면 돈만아까움ㅡㅡ;;진짜 보지마..100%후회함,1
"야! 이 영화 누가 만들었어?? 해리포터 주문을 그대로 배껴? 인터넷에 아구아멘티, 크루시오, 아파레시움등 쳐봐! 이거 다 해리포터 주문임! 님들 , 못 믿겠어? 그러면 해리포터 책이나 영화 시리즈 끝까지 봐봐? 완전 표절영화임!",1
"OOO들아 해리포터 주문을 그대로 배껴? 네이버에 아구아멘티, 크루시오 쳐보셈 이거 다 해리포터 주문임. 님들아, 속지 마세여 이거 걍 해리포터 주문,지팡이 같은 거 그대로 배낀 거에여",1
아...애들은 나가자고 난리고...난졸릴뿐이고..,1
별로네요 ;; 스토리는 좋았는데 지루했던거같아요,1
난 별로 잼 없었음....,1
"터보, 슈렉 제작진이 만든으로 오인할 것 같지도 않지만 오인할 문구 성우진도 중요하긴 하지만 이건 좀 밑에 글들 나만 오글거리나..",1
그놈의 애들은 모든 영화가 다 재밌다더냐,1
평범한 어린이 영화입니다,1
정말 비추입니다. 영화로 나오러면 최소 시간이 잇나요? 계속 시간을 끌려는것 같앗어요~~ 마지막 노래도 계속 반복에 외국사람들 나와서 입모양도 안맞고.. 아이들은 좋아햇지만 돈은 아까웠습니다. 질이 헝편없어요..,1
빵점인데 빵점은 없어서 일점줍니다 이걸영화라구 아우. 내가만들어도 이거보단 낫겠다. 환불받고싶다.에잇.돈아까워.진짜이렇게 그지같은영화처음임. 절대보지마세요.돈아까워요,1
돈아까움 아마추어가 만들었나봐요 너무 조잡했네요,1
애니인척 해놓고....  실제는 애니는 몇장면 없고 대부분 탈쓴걸로 떼우네,1
정말 쓰레기 급이다  요즘 세상에 입모양과 소리도 못맞추다니 이럴꺼면 개봉하지 말던가,1
내참....호비의 광팬으로 이번 영화는 너무 실망적이다...	다양한 소재를 보인건 조금어색하지만 창작의자유니까 이해했는데... 영화중간에 잠시쉬는타임이 흐름을깨는듯...중간중간나오는 남자도 쌩뚱맞고...호비 이름에 먹칠할까봐 심히 안타깝다....,1
이렇게 만들고 돈을받다니 정말 별루였어요 집에서 호비dvd보는게 나을듯해요,1
좀 실망이 크네요....,1
만화와 영화를 허접하게 왔다갔다 노래도 안맞고 딸아이도 지겨워하고 뽀로로는 돈은 정말 아깝지 않았는데 걍 아이챌린지 교재보는게 훨씬나아요,1
참나 이건 0.1줘야되는데,1
으리가 없다,1
"비 기독교 인들이  기독교인을  더 싫어할  것 같다는  생각이  드네요. 초대 교회의  회계는  자신의  문제에 대한 고백이지  다른  성도에 대한 고발은 아니었는데,  영화는  자신의   반성이 아닌  선교단체에서  대형교회를 고발하는 내용",1
할렐루야? 10자다고,1
예고로봤을때는 종교의 개같은 이야기 일거같은데..,1
참내.. 기가 막혀서..,1
전기독교인이아닙니다 스폰지에서보다가나왔습니다,1
끔찍하다..진짜 기독교는 비정상적인 광신도들만 있나..정말 최악의 영화다..기독교는 반드시 박멸해야 된다..우리나라 좀먹고 타락시킨것도 모자라 북에까지 타락시키려고 발악..끔찍하다..다단계 서민들 피빨아먹는 매국노 종교가 이렇게 미화되서야..정신차리자,1
"집단의 광기를 진리인양 떠벌리고 다니는 위선자들,,",1
반공영화 기독교버전. 안타깝다... 이거 만들돈으로 고아나 과부를 케어하지,1
머야 이런영화 필요 없어,1
아 ㅅㅂ 이런걸 왜 씨지비에서 개봉하는거? 교회에서 틀만한 영화임; 줄거리좀제대로 읽어볼걸 ㅠㅠ 종교가 없는 입장에선 돈주고 보라그래도 안볼 내용,1
"“수많은 기독교인들의 통일을 위한 기도가 응답받지 못한 이유는?” 영화를 보진 않았지만 카피엔 답할수 있다.도킨스 말대로 하느님이란 없으니까.과일 하나 따먹었다고 원죄를 씌워 내치고,노아 이외 인류를 수장시키고도 우리를 사랑한다고? 삶 자체를 즐기시라",1
할말이 없다.. 눈에 뵈는 것 없이 선교하는 정신병자들을 미화시키는 아주 잘못된 영화,1
영화 보다가 잤다,1
해리볼드님 공감,1
평점 5점 가보자,1
평점 10점 4시 47분까지 ㅂㅂ,1
태어나서 본영화중에 이렇게 소름돋는 영화는 처음임.뭐하나 빠지지않게 모든 분야에서 극악을 달리네.. 할말이 없음 GG,1
배우들 연기가 너무어색하고 상어크기도 계속달라지고 상어는물안에있는데 사람들눈에는 지느러미가 계속보이는것도 말이안되고 총체적난국이에요. 대학생이 캠코더로 영화를찍어도 이것보단 완성도있게 찍겠다싶어요.. 그냥 감독이 머리가많이 나쁜듯함..ㅠㅠ수준떨어져요,1
실망했다. 기대도 안했지만...,1
피라냐이후로 별로인듯..,1
머리가 두개라서 더욱 강력하다!! 더블 샤크!!! 머리가 두개라서 2점 줌 ㅇㅇ,1
CG도 최악 스토리도 최악 연기력도 최악...긴장감이 조금있는듯 하지만... 전체적으로너무 재미없는.영화,1
말도 안되거니와 진짜 쓰레기다 어설픈 cg 얼마전 개봉작이라니 토나온다,1
이건 뭐죠ㅋㅋㅋㅋㅋㅋㅋ,1
쓰레기다,1
정말돈이아깝다   완전싸구려영화~1점도아까워  첨봤다,1
프랑스 티비에서 지금했는데 얼마전개봉작?!! 암튼 하도 쓰레기같아서 혹시하고 네이버에 찾았음 ㅋ아 진심...연기를 안해!!배우들이!!!게다가 상어 에 폭발신..심지어 배우들 가슴까지!!다 가짜티남 ㅋㅋ1점도 아깝다진짜,1
거짓말안하고 존나 쓰레기 영화야,1
3등이니깐 3점,1
조낸 졸려..영화 공부하시는 분들 아닌 이상은 보지 마시길..;,1
그냥 색다른 시선으로 만들어낸 완벽한 영화 최고입니다...,1
완전 컨트랙티드네 다른건 좀비가 아니라 뱀파이어일뿐 ㅡㅡ,1
학생들 동아리 영화 찍니? 허접해도 너무 허접하다.,1
평소 영화를 얼마나 안보길래 이 영화가 신선하단 소리를 해대는지 모르겠다ㅡㅡ; 평점 좋길래 쿡티비에서 4천원 내고 봤는데 돈주고 보긴 아까운 영화.,1
언제 끝나냐 하면서 시계보면서 보는 영화.. REC 아류작..정말 그만 울거먹으라.. 똑같은 스토리 똑같은 핸드핼드 뱀파이어 아류 사류작..영상은 괜찮아 근데 내용은 정말 짜증난다. 차라리 그냥 초반부터 주~욱 여행블로그로 가는게 좋았을듯. 무슨 ..,1
우와..진짜 너무너무 신기해 죽을지경이네. 페이크다큐스탈공포물인데 뱀파이어 틀을 바꾼 설정까진 좋다치고 니들 정말 이게 재밌어서 점수주는거냐...수준 진짜 심각하다..,1
영화 보지도 못하고 환불도 못 받고...ㅜ,1
이런 새로울것도 없는 영화..정말 허접해 보임.,1
어디서 재미 포인트를 찾아야 하냐? fbs 게임하는듯한 1인칭 촬영기법 때문에??? 이렇게 한심한 시나리오는 첨 본다... 킬링 타임용으로도 최악,1
이게왜평점이높은지모르겠네요.. 하하....,1
ㅇㅇ;; 개콘 재밌게 보는사람들은 이 영화도 재밌게 볼 수 있음 ^^;;,1
이게 재밌냐?어이가없어서.요즘초딩들도 이런거보고 재밌다곤안하겠다.30대알바들 정말 ㅉㅉ,1
태국영화는 정말 ㅂㅣ추,1
정말재미없음감동으로밀고나가면 좋겠는데,1
정말 저 영화 보면서 주인공 친구 새끼들 딱 한번씩만 옥수수 털고싶었다. 지금은 그냥 존1나 털고싶다..,1
태국영화 수준이 많이 낮구나 초딩급 스토리,1
도대체 어디가 웃긴거야? 보는 도중에 점수 3점 주는 내인생 최초의 영화다.,1
초딩이 만들어도 이것보다 훨씬 덜 유치하게 만들 수 있을거다.,1
개봉당시나 지금이나 관객을 담담하게 하다.,1
당시에도 엄청난 촌빨의 영상미와 엉성한 연출. 박중훈과 강수연이 상큼했음,1
그때 난 초딩이었지만 정신 연령은 이규형보다 높았다는 사실에 자부심을 느낀다.,1
당시엔 어땠을는지 몰라도 지금 보니 참... ★5,1
김세준의 오버액션이 정말 짜증나던 영화,1
여진구다여진구 ㅋㅋㅋ,1
밤에 불끄고 이어폰끼고 보니 무섭긴무서웠,1
"배우들 연기 :10점, 연출 :10점 , 스토리 : 10노잼 .. 내용이 짜집기가 안될거같을때 주인공이 ""이건현실이 아니야!!"" 한마디하면서 게속 얼렁뚱땅 넘어가는느낌? 보는데 진짜 찝찝;; 내용이 앞뒤는 안맞고 뭐 자꾸 이건현실이 아니라면서넘어가니",1
진짜 재미하나도없고 지루하고 돈이아까웠다,1
학교괴담 이 더무서울듯,1
스토리는 괜찮으나 공포감은 진짜개별로다,1
진심 족노잼 ㅋㅋㅋㅋ 나 무서운거 진짜 못보는데 진짜 하나도 안무서움 그렇다고 스토리가 재밌는것도 아니야 ㅋㅋㅋ 시간아까웠다,1
뒤엉키고 스토리도 별로임. 언제 끝나나 했음.,1
결말이 그냥노답 너무허무함,1
진심 걍 졸렸다ㅋㅋㅋㅋ하ㅋㅋㅋ돈아까워ㅋㅋㅋ진심 영화관에 앉아있던 내 자신이 한심했음,1
왜 이렇게 평점이 높지..모든게 엉성해 나까지 엉성하게 바라봤다,1
재미도 없고 무섭지도 않고 결말은 찜찜하고 이제 시작인가?  하는데 끝이네? ㅋㅋㅋ 지루함 .,1
글쎄 별로다. 제임스완과 그 제작진들의 공포물 좋아하는데 이건 so so,1
누나의 삽질만 없었어도 남동생은 평안할수 있었다,1
살다살다 이런 거지 같은 영화를 다보네.,1
살면서 봤던 영화중에 제일 재미없는 영화.. 이걸 보고 있는 시간이 아까움 차라리 마당을 나온 암탉 3번을 보겠다 시바,1
"카펜터옹, 중국 영화에 심취하더니 괴작 만드셨네.",1
인간적으로 너무 유치하다...개봉당시에 봤으면 재밌었을라나,1
존 카펜터식 B급 소동극.그의 수준은 항상 이 정도.,1
헉~ 이영화를 극장에서 봤다구여? 87년도영화인데 요즘보신분들 대단해요?,1
이건 쓰레기다...,1
찍는 영화마다 내용은 없구 요부같은 역할  배우맞냐 ?? 항상똑같에,1
20대 초반의 배우 초창기부터 요부의 정형화된 역할모델에서 벗어나지 못하는 모니카,1
모니카벨루치를 위해서 그냥 찍은 영화.,1
평점에 속았다.. 공감이 되지 않는다. 그리고 재미를 느낄 수도 없었다.,1
솔까 이거 재밌다고 하는 애들은 전부 빵셔틀 아님? 학창시절에 찌질이 빵셔틀로 살다가 이렇게 영화로나마 간접 일진 체험좀 해보니까 마냥 재밌고 빙의까지 된거 같은데. 평점준 꼬락서니가; 평점 8.56은 말도 안되는 영화,1
"너무 연기가 과장되고, 스토리 또한 진부했으며, 상황들 하나하나가 현실과 동떨어진 느낌이라 내가 경험했던 학교생활들과 대입이 안되 공감따위 이끌어 낼래야 낼 수 없었다.",1
"진심이게 재밌다고?.... 연기 완전 다들 못해서 오그라들고,현실적인 부분 하나도 없음",1
영화보는게 취미인데..독립영화든 상업영화든 장르든 국적이든 가리지 않고 잡식성 영화감상 취미자 인데...이 영화는 4달전에  보고 아직도 기억에 남는다.  내 일생동안 본 영화 통틀어서 이렇게 괴랄하고 개판인 영화는 처음봤다. 욕할수도없고,1
이런 학창시절이 어딨냐,1
성장영화라지만 ㄱㅈ진부. 주인공 색킈 비호감. 지인친구들이 점수줬나? 8점대일수가 절대 없는 영화.,1
너무 정신없다.    상업적이지도 여운이 남지도 않는 어중간한 영화..,1
청소년의 비행을 이딴식으로 매번 포장질하니까 얘들이 잘못을 잘못인줄 모르는거지,1
고삐리 양아치 미화영화,1
영화쨱은것들이 평점조작이나 하는구나 .감독아 첫영화일수록 좀 솔직해져라.머고 자기절루찍구 자기절루 평점이나 물채우고....2점정도 주려다가 1점.,1
중고딩 학생들만 봐라 성인이보면 지루하다 학교드라마 보는기분이다 ;,1
대체 이 따위 쓰레기는 왜 만드는지 모르겠다. 창궐하는 알바들도 좀 어떻게 처리할 수 없을까? 1점이 최저점이라 주는 거지 0.5점도 아까워.,1
여자가 안이뻐서 몰입이 안되요.어느정돈 생겨야지.일반인보다 별로니.,1
와 살다살다 이딴 쌈마이 영화가 평점이 8점대가 넘다니... 주점녀랑 썸타는 킬링학살용 영화,1
"네이버댓글보고 봤다가 낚였다.. 이런 저질 에로물을...숨겨진 명작이니 , 감동이 밀려온다니....하 어이가 없네",1
짜증나게 재미없구만...,1
누군가는  네이버 영화평점 단체사기단에게  된통 낚여 두시간을 낭비했다고 했다. 그게 내 이야기가 될 줄은 몰랐다,1
정말 제미있었어요 최고!,1
애들두 별루 재미없어했어요,1
이딴거랑명량비교하네,1
큰기대 없이 보시길..,1
너무 별로네요,1
다운받아서 보면 10점을 안 주실 듯 하네요. 그리고 보고 평점 남기세요.,1
뭐야이 병맛영화는,1
7점도 과분한 영화다.,1
가족영화가 아니라 애들 영화. 얕봐도 된다,1
에효 댓글알바들 긴장감 전혀없고 애들은 자고 중간에 나왔다는ㅠㅠ 댓글 알바하려면 좀영화나보시고 다시죠,1
"초등학생아들이 먼저 나갔다. 그 다음엔 와이프가 나가고, 결국 나 혼자울면서 봤다.",1
상영하는데가 거의하나도없네,1
왜나왓니 ㅜㅜ 왜나왓어 ㅜㅜ,1
바다속에서 19금이 가능하디?,1
슬기 스러운 영화...,1
이딴 쓰레기도 영화라고,1
키스 강습용으로는 의미가 있다.,1
유사라 메이킹 영상은 왜 찍었니?,1
B급 영화도 안되는 작품에 수준 낮은 B-급 배우들의 섹스 향연...,1
ㅡㅡㅋㅋ이게뭐얔카아카오오카오랴도,1
"사라야 너 여기나오는구나..헐이다 싶었다 처음에.삼산초등학교 나오고  부일중 나오고, 삼산고 나온 유사라 너 맞지?대박이다",1
차차리 야동이 더 작품성 있겠다,1
야동으로시작 야동으로 마물,1
평점 3점도 아깝다는 생각이 드는건 왜 일까...,1
글쎄다..애매해..,1
모야 이건... 어이없음...,1
유사라 안 나옴. 기대하지 마세요~,1
이딴 것도 영화라고 ㅉㅉ 쓰레기라는 욕이 아깝다,1
여배우들의 열연을 봐서 내가 줄수있는 최고의 점수를 줌,1
기대한 내가 바보다ㅋㅋㅋ,1
저처럼 메인포토 보고 다운받지마셈 유사라 노출 한번도 안나옴 그냥 문신한 얼굴 심각한 여자들만 나오는데 줄거리까지 막장..,1
[3점] 벗고 박는건 좋다. 이건 그냥 스킵용.,1
90분에이은 또하나의 걸짝.. 아..쏘리.. '레'가. 빠졌네.. 걸레짝..,1
박선욱 이 양반 더 이상 영화 못찍게 누가 좀 말려주세요.. 영화보고 짜증나서 머라가 아픔니다. 야구도 아니고 3할대 평점..,1
너무 실망했습니다 극중 유사라의 등장씬은 손에 꼽을정도로 적고요 무엇보다 내용을 연결하는 과정이 너무 마음에 안드네요; 내가 야동보는건지 영화보는건지 모를정도로 정사신위주로 흘러가네요..,1
